1,10000,7.562923431396484e-06
2,20000,7.288765907287598e-06
3,30000,6.870627403259277e-06
4,40000,7.450366020202636e-06
5,50000,8.76593589782715e-06
6,60000,8.384203910827637e-06
7,70000,9.69548225402832e-06
8,80000,8.527040481567383e-06
9,90000,7.910394668579102e-06
10,100000,7.386636734008789e-06
