epoch,step,min,max,mean,std
1,10000,-0.05797876790165901,0.06674283742904663,0.0013939316850155592,0.005598032381385565
2,20000,-0.0079153161495924,0.009947365149855614,-0.0002347065310459584,0.000953159760683775
3,30000,-0.010383308865129948,0.010280723683536053,-0.00028337581898085773,0.0010408549569547176
4,40000,-0.018801847472786903,0.010207482613623142,0.000269312527962029,0.001109219272620976
5,50000,-0.03920867294073105,0.04500856623053551,8.148495544446632e-05,0.004418570548295975
6,60000,-0.0170755572617054,0.014065766707062721,-0.000478491245303303,0.0016706004971638322
7,70000,-0.020680021494627,0.037549279630184174,-0.0003709938027895987,0.0018011610954999924
8,80000,-0.005802118685096502,0.010512958280742168,-0.00020133043290115893,0.0007555173942819238
9,90000,-0.05140818655490875,0.028484459966421127,0.00012142318882979453,0.0028096986934542656
10,100000,-0.005084827542304993,0.007976064458489418,-0.00015313024050556123,0.0006261526141315699
